EmployeeNumber,Age,Attrition,Business_Travel,DailyRate,Department,Distance_From_Home,Education_in_years,Education_Field,Emp_count,Environment_Satisfaction,Gender,Hourly_Rate,Job_Involvement,Job_Level,Job_Role,Job_Satisfaction,Marital_Status,Monthly_Income,Monthly_Rate,Num_comp_worked,Age_Over18,Work_Overtime,Salary_Hike_Percentage,Performance_Rating,Relationship_Satisfaction,Std_working_hours,Stack_Option_Level,Total_working_years,Train_time_last_year,work_life_balance,Years_company,Years_current_role,Years_Promotion,Years_curr_mangaer
1049,45,No,Travel_Rarely,788,Human Resources,24,4,Medical,1,2,Male                ,36,3,1,Human Resources                         ,2,Single                                  ,2177.0,8318.0,1,Y         ,No        ,16.0,3,1,80,0,6.0,3,3,6.0,3.0,0.0,4.0
1050,53,No,Travel_Frequently,124,Sales,2,3,Marketing,1,3,Female              ,38,2,3,Sales Executive                         ,2,Married                                 ,7525.0,23537.0,2,Y         ,No        ,12.0,3,1,80,1,30.0,2,3,15.0,7.0,6.0,12.0
1052,36,Yes,Travel_Rarely,660,Research & Development,15,3,Other,1,1,Male                ,81,3,2,Laboratory Technician                   ,3,Divorced                                ,4834.0,7858.0,7,Y         ,No        ,14.0,3,2,80,1,9.0,3,2,1.0,0.0,0.0,0.0
1053,26,Yes,Travel_Frequently,342,Research & Development,2,3,Life Sciences,1,1,Male                ,57,3,1,Research Scientist                      ,1,Married                                 ,2042.0,15346.0,6,Y         ,Yes       ,14.0,3,2,80,1,6.0,2,3,3.0,2.0,1.0,2.0
1055,34,No,Travel_Rarely,1333,Sales,10,4,Life Sciences,1,3,Female              ,87,3,1,Sales Representative                    ,3,Married                                 ,2220.0,18410.0,1,Y         ,Yes       ,19.0,3,4,80,1,1.0,2,3,1.0,1.0,0.0,0.0
1056,28,No,Travel_Rarely,1144,Sales,10,1,Medical,1,4,Male                ,74,3,1,Sales Representative                    ,2,Married                                 ,1052.0,23384.0,1,Y         ,No        ,22.0,4,2,80,0,1.0,5,3,1.0,0.0,0.0,0.0
1060,38,No,Travel_Frequently,1186,Research & Development,3,4,Other,1,3,Male                ,44,3,1,Research Scientist                      ,3,Married                                 ,2821.0,2997.0,3,Y         ,No        ,16.0,3,1,80,1,8.0,2,3,2.0,2.0,2.0,2.0
1061,50,No,Travel_Rarely,1464,Research & Development,2,4,Medical,1,2,Male                ,62,3,5,Research Director                       ,3,Married                                 ,19237.0,12853.0,2,Y         ,Yes       ,11.0,3,4,80,1,29.0,2,2,8.0,1.0,7.0,7.0
1062,37,No,Travel_Rarely,124,Research & Development,3,3,Other,1,4,Female              ,35,3,2,Healthcare Representative               ,2,Single                                  ,4107.0,13848.0,3,Y         ,No        ,15.0,3,1,80,0,8.0,3,2,4.0,3.0,0.0,1.0
1066,40,No,Travel_Rarely,300,Sales,26,3,Marketing,1,3,Male                ,74,3,2,Sales Executive                         ,1,Married                                 ,8396.0,22217.0,1,Y         ,No        ,14.0,3,2,80,1,8.0,3,2,7.0,7.0,7.0,5.0
1068,26,No,Travel_Frequently,921,Research & Development,1,1,Medical,1,1,Female              ,66,2,1,Research Scientist                      ,3,Divorced                                ,2007.0,25265.0,1,Y         ,No        ,13.0,3,3,80,2,5.0,5,3,5.0,3.0,1.0,3.0
1069,46,No,Travel_Rarely,430,Research & Development,1,4,Medical,1,4,Male                ,40,3,5,Research Director                       ,4,Divorced                                ,19627.0,21445.0,9,Y         ,No        ,17.0,3,4,80,2,23.0,0,3,2.0,2.0,2.0,2.0
1070,54,No,Travel_Rarely,1082,Sales,2,4,Life Sciences,1,3,Female              ,41,2,3,Sales Executive                         ,3,Married                                 ,10686.0,8392.0,6,Y         ,No        ,11.0,3,2,80,1,13.0,4,3,9.0,4.0,7.0,0.0
1071,56,No,Travel_Frequently,1240,Research & Development,9,3,Medical,1,1,Female              ,63,3,1,Research Scientist                      ,3,Married                                 ,2942.0,12154.0,2,Y         ,No        ,19.0,3,2,80,1,18.0,4,3,5.0,4.0,0.0,3.0
1073,36,No,Travel_Rarely,796,Research & Development,12,5,Medical,1,4,Female              ,51,2,3,Manufacturing Director                  ,4,Single                                  ,8858.0,15669.0,0,Y         ,No        ,11.0,3,2,80,0,15.0,2,2,14.0,8.0,7.0,8.0
1074,55,No,Non-Travel,444,Research & Development,2,1,Medical,1,3,Male                ,40,2,4,Manager                                 ,1,Single                                  ,16756.0,17323.0,7,Y         ,No        ,15.0,3,2,80,0,31.0,3,4,9.0,7.0,6.0,2.0
1076,43,No,Travel_Rarely,415,Sales,25,3,Medical,1,3,Male                ,79,2,3,Sales Executive                         ,4,Divorced                                ,10798.0,5268.0,5,Y         ,No        ,13.0,3,3,80,1,18.0,5,3,1.0,0.0,0.0,0.0
1077,20,Yes,Travel_Frequently,769,Sales,9,3,Marketing,1,4,Female              ,54,3,1,Sales Representative                    ,4,Single                                  ,2323.0,17205.0,1,Y         ,Yes       ,14.0,3,2,80,0,2.0,3,3,2.0,2.0,0.0,2.0
1079,21,Yes,Travel_Rarely,1334,Research & Development,10,3,Life Sciences,1,3,Female              ,36,2,1,Laboratory Technician                   ,1,Single                                  ,1416.0,17258.0,1,Y         ,No        ,13.0,3,1,80,0,1.0,6,2,1.0,0.0,1.0,0.0
1080,46,No,Travel_Rarely,1003,Research & Development,8,4,Life Sciences,1,4,Female              ,74,2,2,Research Scientist                      ,1,Divorced                                ,4615.0,21029.0,8,Y         ,Yes       ,23.0,4,1,80,3,19.0,2,3,16.0,13.0,1.0,7.0
1081,51,Yes,Travel_Rarely,1323,Research & Development,4,4,Life Sciences,1,1,Male                ,34,3,1,Research Scientist                      ,3,Married                                 ,2461.0,10332.0,9,Y         ,Yes       ,12.0,3,3,80,3,18.0,2,4,10.0,0.0,2.0,7.0
1082,28,Yes,Non-Travel,1366,Research & Development,24,2,Technical Degree,1,2,Male                ,72,2,3,Healthcare Representative               ,1,Single                                  ,8722.0,12355.0,1,Y         ,No        ,12.0,3,1,80,0,10.0,2,2,10.0,7.0,1.0,9.0
1083,26,No,Travel_Rarely,192,Research & Development,1,2,Medical,1,1,Male                ,59,2,1,Laboratory Technician                   ,1,Married                                 ,3955.0,11141.0,1,Y         ,No        ,16.0,3,1,80,2,6.0,2,3,5.0,3.0,1.0,3.0
1084,30,No,Travel_Rarely,1176,Research & Development,20,3,Other,1,3,Male                ,85,3,2,Manufacturing Director                  ,1,Married                                 ,9957.0,9096.0,0,Y         ,No        ,15.0,3,3,80,1,7.0,1,2,6.0,2.0,0.0,2.0
1085,41,No,Travel_Rarely,509,Research & Development,7,2,Technical Degree,1,2,Female              ,43,4,1,Research Scientist                      ,3,Married                                 ,3376.0,18863.0,1,Y         ,No        ,13.0,3,3,80,0,10.0,3,3,10.0,6.0,0.0,8.0
1088,38,No,Travel_Rarely,330,Research & Development,17,1,Life Sciences,1,3,Female              ,65,2,3,Healthcare Representative               ,3,Married                                 ,8823.0,24608.0,0,Y         ,No        ,18.0,3,1,80,1,20.0,4,2,19.0,9.0,1.0,9.0
1092,40,No,Travel_Rarely,1492,Research & Development,20,4,Technical Degree,1,1,Male                ,61,3,3,Healthcare Representative               ,4,Married                                 ,10322.0,26542.0,4,Y         ,No        ,20.0,4,4,80,1,14.0,6,3,11.0,10.0,11.0,1.0
1094,27,No,Non-Travel,1277,Research & Development,8,5,Life Sciences,1,1,Male                ,87,1,1,Laboratory Technician                   ,3,Married                                 ,4621.0,5869.0,1,Y         ,No        ,19.0,3,4,80,3,3.0,4,3,3.0,2.0,1.0,2.0
1096,55,No,Travel_Frequently,1091,Research & Development,2,1,Life Sciences,1,4,Male                ,65,3,3,Manufacturing Director                  ,2,Married                                 ,10976.0,15813.0,3,Y         ,No        ,18.0,3,2,80,1,23.0,4,3,3.0,2.0,1.0,2.0
1097,28,No,Travel_Rarely,857,Research & Development,10,3,Other,1,3,Female              ,59,3,2,Research Scientist                      ,3,Single                                  ,3660.0,7909.0,3,Y         ,No        ,13.0,3,4,80,0,10.0,4,4,8.0,7.0,1.0,7.0
1098,44,Yes,Travel_Rarely,1376,Human Resources,1,2,Medical,1,2,Male                ,91,2,3,Human Resources                         ,1,Married                                 ,10482.0,2326.0,9,Y         ,No        ,14.0,3,4,80,1,24.0,1,3,20.0,6.0,3.0,6.0
1099,33,No,Travel_Rarely,654,Research & Development,5,3,Life Sciences,1,4,Male                ,34,2,3,Healthcare Representative               ,4,Divorced                                ,7119.0,21214.0,4,Y         ,No        ,15.0,3,3,80,1,9.0,2,3,3.0,2.0,1.0,2.0
1100,35,Yes,Travel_Rarely,1204,Sales,4,3,Technical Degree,1,4,Male                ,86,3,3,Sales Executive                         ,1,Single                                  ,9582.0,10333.0,0,Y         ,Yes       ,22.0,4,1,80,0,9.0,2,3,8.0,7.0,4.0,7.0
1101,33,Yes,Travel_Frequently,827,Research & Development,29,4,Medical,1,1,Female              ,54,2,2,Research Scientist                      ,3,Single                                  ,4508.0,3129.0,1,Y         ,No        ,22.0,4,2,80,0,14.0,4,3,13.0,7.0,3.0,8.0
1102,28,No,Travel_Rarely,895,Research & Development,15,2,Life Sciences,1,1,Male                ,50,3,1,Laboratory Technician                   ,3,Divorced                                ,2207.0,22482.0,1,Y         ,No        ,16.0,3,4,80,1,4.0,5,2,4.0,2.0,2.0,2.0
1103,34,No,Travel_Frequently,618,Research & Development,3,1,Life Sciences,1,1,Male                ,45,3,2,Healthcare Representative               ,4,Single                                  ,7756.0,22266.0,0,Y         ,No        ,17.0,3,3,80,0,7.0,1,2,6.0,2.0,0.0,4.0
1105,37,No,Travel_Rarely,309,Sales,10,4,Life Sciences,1,4,Female              ,88,2,2,Sales Executive                         ,4,Divorced                                ,6694.0,24223.0,2,Y         ,Yes       ,14.0,3,3,80,3,8.0,5,3,1.0,0.0,0.0,0.0
1106,25,Yes,Travel_Rarely,1219,Research & Development,4,1,Technical Degree,1,4,Male                ,32,3,1,Laboratory Technician                   ,4,Married                                 ,3691.0,4605.0,1,Y         ,Yes       ,15.0,3,2,80,1,7.0,3,4,7.0,7.0,5.0,6.0
1107,26,Yes,Travel_Rarely,1330,Research & Development,21,3,Medical,1,1,Male                ,37,3,1,Laboratory Technician                   ,3,Divorced                                ,2377.0,19373.0,1,Y         ,No        ,20.0,4,3,80,1,1.0,0,2,1.0,1.0,0.0,0.0
1108,33,Yes,Travel_Rarely,1017,Research & Development,25,3,Medical,1,1,Male                ,55,2,1,Research Scientist                      ,2,Single                                  ,2313.0,2993.0,4,Y         ,Yes       ,20.0,4,2,80,0,5.0,0,3,2.0,2.0,2.0,2.0
1109,42,No,Travel_Rarely,469,Research & Development,2,2,Medical,1,4,Male                ,35,3,4,Manager                                 ,1,Married                                 ,17665.0,14399.0,0,Y         ,No        ,17.0,3,4,80,1,23.0,3,3,22.0,6.0,13.0,7.0
1111,28,Yes,Travel_Frequently,1009,Research & Development,1,3,Medical,1,1,Male                ,45,2,1,Laboratory Technician                   ,2,Divorced                                ,2596.0,7160.0,1,Y         ,No        ,15.0,3,1,80,2,1.0,2,3,1.0,0.0,0.0,0.0
1113,50,Yes,Travel_Frequently,959,Sales,1,4,Other,1,4,Male                ,81,3,2,Sales Executive                         ,3,Single                                  ,4728.0,17251.0,3,Y         ,Yes       ,14.0,3,4,80,0,5.0,4,3,0.0,0.0,0.0,0.0
1114,33,No,Travel_Frequently,970,Sales,7,3,Life Sciences,1,4,Female              ,30,3,2,Sales Executive                         ,2,Married                                 ,4302.0,13401.0,0,Y         ,No        ,17.0,3,3,80,1,4.0,3,3,3.0,2.0,0.0,2.0
1115,34,No,Non-Travel,697,Research & Development,3,4,Life Sciences,1,3,Male                ,40,2,1,Research Scientist                      ,4,Married                                 ,2979.0,22478.0,3,Y         ,No        ,17.0,3,4,80,3,6.0,2,3,0.0,0.0,0.0,0.0
1116,48,No,Non-Travel,1262,Research & Development,1,4,Medical,1,1,Male                ,35,4,4,Manager                                 ,4,Single                                  ,16885.0,16154.0,2,Y         ,No        ,22.0,4,3,80,0,27.0,3,2,5.0,4.0,2.0,1.0
1117,45,No,Non-Travel,1050,Sales,9,4,Life Sciences,1,2,Female              ,65,2,2,Sales Executive                         ,3,Married                                 ,5593.0,17970.0,1,Y         ,No        ,13.0,3,4,80,1,15.0,2,3,15.0,10.0,4.0,12.0
1118,52,No,Travel_Rarely,994,Research & Development,7,4,Life Sciences,1,2,Male                ,87,3,3,Healthcare Representative               ,2,Single                                  ,10445.0,15322.0,7,Y         ,No        ,19.0,3,4,80,0,18.0,4,3,8.0,6.0,4.0,0.0
1119,38,No,Travel_Rarely,770,Sales,10,4,Marketing,1,3,Male                ,73,2,3,Sales Executive                         ,3,Divorced                                ,8740.0,5569.0,0,Y         ,Yes       ,14.0,3,2,80,2,9.0,2,3,8.0,7.0,2.0,7.0
1120,29,No,Travel_Rarely,1107,Research & Development,28,4,Life Sciences,1,3,Female              ,93,3,1,Research Scientist                      ,4,Divorced                                ,2514.0,26968.0,4,Y         ,No        ,22.0,4,1,80,1,11.0,1,3,7.0,5.0,1.0,7.0
1121,28,No,Travel_Rarely,950,Research & Development,3,3,Medical,1,4,Female              ,93,3,3,Manufacturing Director                  ,2,Divorced                                ,7655.0,8039.0,0,Y         ,No        ,17.0,3,2,80,3,10.0,3,2,9.0,7.0,1.0,7.0
1124,46,No,Travel_Rarely,406,Sales,3,1,Marketing,1,1,Male                ,52,3,4,Manager                                 ,3,Married                                 ,17465.0,15596.0,3,Y         ,No        ,12.0,3,4,80,1,23.0,3,3,12.0,9.0,4.0,9.0
1125,38,No,Travel_Rarely,130,Sales,2,2,Marketing,1,4,Male                ,32,3,3,Sales Executive                         ,2,Single                                  ,7351.0,20619.0,7,Y         ,No        ,16.0,3,3,80,0,10.0,2,3,1.0,0.0,0.0,0.0
1126,43,No,Travel_Frequently,1082,Research & Development,27,3,Life Sciences,1,3,Female              ,83,3,3,Manufacturing Director                  ,1,Married                                 ,10820.0,11535.0,8,Y         ,No        ,11.0,3,3,80,1,18.0,1,3,8.0,7.0,0.0,1.0
1127,39,Yes,Travel_Frequently,203,Research & Development,2,3,Life Sciences,1,1,Male                ,84,3,4,Healthcare Representative               ,4,Divorced                                ,12169.0,13547.0,7,Y         ,No        ,11.0,3,4,80,3,21.0,4,3,18.0,7.0,11.0,5.0
1128,40,No,Travel_Rarely,1308,Research & Development,14,3,Medical,1,3,Male                ,44,2,5,Research Director                       ,3,Single                                  ,19626.0,17544.0,1,Y         ,No        ,14.0,3,1,80,0,21.0,2,4,20.0,7.0,4.0,9.0
1131,21,No,Travel_Rarely,984,Research & Development,1,1,Technical Degree,1,4,Female              ,70,2,1,Research Scientist                      ,2,Single                                  ,2070.0,25326.0,1,Y         ,Yes       ,11.0,3,3,80,0,2.0,6,4,2.0,2.0,2.0,2.0
1132,39,No,Non-Travel,439,Research & Development,9,3,Life Sciences,1,3,Male                ,70,3,2,Laboratory Technician                   ,2,Single                                  ,6782.0,8770.0,9,Y         ,No        ,15.0,3,3,80,0,9.0,2,2,5.0,4.0,0.0,3.0
1133,36,No,Non-Travel,217,Research & Development,18,4,Life Sciences,1,1,Male                ,78,3,2,Manufacturing Director                  ,4,Single                                  ,7779.0,23238.0,2,Y         ,No        ,20.0,4,1,80,0,18.0,0,3,11.0,9.0,0.0,9.0
1135,31,No,Travel_Frequently,793,Sales,20,3,Life Sciences,1,3,Male                ,67,4,1,Sales Representative                    ,4,Married                                 ,2791.0,21981.0,0,Y         ,No        ,12.0,3,1,80,1,3.0,4,3,2.0,2.0,2.0,2.0
1136,28,No,Travel_Rarely,1451,Research & Development,2,1,Life Sciences,1,1,Male                ,67,2,1,Research Scientist                      ,2,Married                                 ,3201.0,19911.0,0,Y         ,No        ,17.0,3,1,80,0,6.0,2,1,5.0,3.0,0.0,4.0
1137,35,No,Travel_Frequently,1182,Sales,11,2,Marketing,1,4,Male                ,54,3,2,Sales Executive                         ,4,Divorced                                ,4968.0,18500.0,1,Y         ,No        ,11.0,3,4,80,1,5.0,3,3,5.0,2.0,0.0,2.0
1138,49,No,Travel_Rarely,174,Sales,8,4,Technical Degree,1,4,Male                ,56,2,4,Sales Executive                         ,2,Married                                 ,13120.0,11879.0,6,Y         ,No        ,17.0,3,2,80,1,22.0,3,3,9.0,8.0,2.0,3.0
1140,34,No,Travel_Frequently,1003,Research & Development,2,2,Life Sciences,1,4,Male                ,95,3,2,Manufacturing Director                  ,3,Single                                  ,4033.0,15834.0,2,Y         ,No        ,11.0,3,4,80,0,5.0,3,2,3.0,2.0,0.0,2.0
1143,29,No,Travel_Frequently,490,Research & Development,10,3,Life Sciences,1,4,Female              ,61,3,1,Research Scientist                      ,2,Divorced                                ,3291.0,17940.0,0,Y         ,No        ,14.0,3,4,80,2,8.0,2,2,7.0,5.0,1.0,1.0
1148,42,No,Travel_Rarely,188,Research & Development,29,3,Medical,1,2,Male                ,56,1,2,Laboratory Technician                   ,4,Single                                  ,4272.0,9558.0,4,Y         ,No        ,19.0,3,1,80,0,16.0,3,3,1.0,0.0,0.0,0.0
1150,29,No,Travel_Rarely,718,Research & Development,8,1,Medical,1,2,Male                ,79,2,2,Manufacturing Director                  ,4,Married                                 ,5056.0,17689.0,1,Y         ,Yes       ,15.0,3,3,80,1,10.0,2,2,10.0,7.0,1.0,2.0
