EmployeeNumber,Environment_Satisfaction,Gender,Hourly_Rate,Job_Involvement,Job_Level,Job_Role,Job_Satisfaction,Marital_Status,Monthly_Income,Monthly_Rate,Num_comp_worked,Age_Over18,Work_Overtime,Salary_Hike_Percentage,Performance_Rating,Relationship_Satisfaction,Std_working_hours,Stack_Option_Level,Total_working_years,Train_time_last_year,work_life_balance,Years_company,Years_current_role,Years_Promotion,Years_curr_mangaer
1322,1,Male                ,32,3,2,Manufacturing Director                  ,3,Single                                  ,4534.0,13352.0,0,Y         ,No        ,11.0,3,1,80,0,9.0,6,3,8.0,7.0,1.0,7.0
1324,4,Female              ,57,3,3,Sales Executive                         ,3,Divorced                                ,9852.0,8935.0,1,Y         ,Yes       ,19.0,3,1,80,1,10.0,5,2,10.0,8.0,9.0,6.0
1329,3,Male                ,40,1,2,Sales Executive                         ,2,Single                                  ,6151.0,22074.0,1,Y         ,No        ,13.0,3,1,80,0,19.0,4,3,19.0,2.0,11.0,9.0
1331,4,Female              ,54,3,1,Sales Representative                    ,2,Single                                  ,2302.0,8319.0,1,Y         ,Yes       ,11.0,3,1,80,0,3.0,2,4,3.0,2.0,2.0,2.0
1333,1,Male                ,89,3,1,Laboratory Technician                   ,1,Married                                 ,2362.0,14669.0,4,Y         ,No        ,12.0,3,3,80,0,10.0,4,4,3.0,2.0,1.0,2.0
1334,3,Male                ,37,3,4,Manager                                 ,3,Married                                 ,17861.0,26582.0,0,Y         ,Yes       ,13.0,3,4,80,0,21.0,3,2,20.0,8.0,2.0,10.0
1336,4,Female              ,58,1,5,Manager                                 ,3,Married                                 ,19187.0,6992.0,4,Y         ,No        ,14.0,3,4,80,1,23.0,5,3,19.0,9.0,9.0,11.0
1338,4,Male                ,99,3,5,Manager                                 ,2,Single                                  ,19717.0,4022.0,6,Y         ,No        ,14.0,3,1,80,0,36.0,4,3,7.0,3.0,7.0,7.0
1340,3,Male                ,74,3,1,Research Scientist                      ,3,Divorced                                ,3544.0,8532.0,9,Y         ,No        ,16.0,3,2,80,1,6.0,0,3,4.0,2.0,0.0,0.0
1344,4,Male                ,86,3,3,Healthcare Representative               ,4,Divorced                                ,8500.0,5494.0,0,Y         ,No        ,11.0,3,4,80,1,10.0,0,2,9.0,7.0,1.0,6.0
1346,3,Male                ,98,3,2,Research Scientist                      ,4,Single                                  ,4661.0,22455.0,1,Y         ,No        ,13.0,3,3,80,0,9.0,4,3,9.0,8.0,8.0,8.0
1349,3,Female              ,66,3,2,Sales Executive                         ,1,Divorced                                ,4103.0,4297.0,0,Y         ,No        ,17.0,3,4,80,1,10.0,2,3,9.0,3.0,1.0,7.0
1350,3,Male                ,87,3,2,Research Scientist                      ,3,Single                                  ,4249.0,2690.0,1,Y         ,Yes       ,11.0,3,2,80,0,9.0,3,3,9.0,6.0,1.0,1.0
1352,3,Male                ,84,3,4,Manager                                 ,2,Divorced                                ,14026.0,17588.0,1,Y         ,Yes       ,11.0,3,2,80,1,33.0,2,3,33.0,9.0,0.0,10.0
1355,2,Female              ,31,3,2,Sales Executive                         ,1,Divorced                                ,6893.0,19461.0,3,Y         ,No        ,15.0,3,4,80,1,11.0,3,3,7.0,7.0,1.0,7.0
1356,3,Female              ,66,3,2,Sales Executive                         ,1,Single                                  ,6125.0,23553.0,1,Y         ,No        ,12.0,3,4,80,0,10.0,6,4,10.0,8.0,9.0,6.0
1358,4,Male                ,67,3,1,Laboratory Technician                   ,4,Married                                 ,3669.0,9075.0,3,Y         ,No        ,11.0,3,3,80,3,7.0,6,2,3.0,2.0,1.0,2.0
1360,3,Female              ,53,2,3,Manufacturing Director                  ,1,Married                                 ,10008.0,12023.0,7,Y         ,Yes       ,14.0,3,4,80,0,31.0,0,2,10.0,9.0,5.0,9.0
1361,2,Male                ,88,3,1,Laboratory Technician                   ,2,Married                                 ,2387.0,6762.0,3,Y         ,No        ,22.0,4,3,80,1,7.0,3,3,4.0,2.0,0.0,3.0
1362,1,Female              ,83,4,2,Sales Executive                         ,1,Married                                 ,4639.0,2261.0,2,Y         ,No        ,16.0,3,4,80,1,17.0,2,2,15.0,7.0,6.0,13.0
1363,4,Male                ,54,3,3,Manufacturing Director                  ,4,Single                                  ,7898.0,18706.0,1,Y         ,No        ,11.0,3,3,80,0,11.0,2,3,10.0,9.0,0.0,8.0
1364,3,Female              ,98,4,1,Sales Representative                    ,4,Married                                 ,2534.0,6527.0,8,Y         ,No        ,14.0,3,2,80,1,5.0,4,3,1.0,0.0,0.0,0.0
1367,4,Female              ,82,2,4,Manufacturing Director                  ,2,Single                                  ,13142.0,24439.0,3,Y         ,No        ,16.0,3,2,80,0,29.0,1,2,5.0,2.0,0.0,3.0
1368,4,Female              ,97,3,1,Laboratory Technician                   ,4,Single                                  ,1611.0,19305.0,1,Y         ,No        ,15.0,3,3,80,0,0.0,5,4,0.0,0.0,0.0,0.0
1369,4,Female              ,60,2,2,Laboratory Technician                   ,4,Married                                 ,5363.0,10846.0,0,Y         ,No        ,12.0,3,2,80,1,10.0,0,3,9.0,7.0,0.0,0.0
1371,4,Male                ,43,1,2,Sales Executive                         ,4,Single                                  ,5071.0,20392.0,3,Y         ,No        ,20.0,4,2,80,0,8.0,3,3,6.0,2.0,0.0,0.0
1372,1,Male                ,85,4,4,Sales Executive                         ,3,Single                                  ,13695.0,9277.0,6,Y         ,Yes       ,17.0,3,3,80,0,24.0,2,2,19.0,7.0,3.0,8.0
1373,4,Male                ,68,3,4,Manufacturing Director                  ,2,Married                                 ,13402.0,18235.0,4,Y         ,Yes       ,12.0,3,1,80,1,33.0,0,3,19.0,16.0,15.0,9.0
1374,1,Female              ,92,2,1,Research Scientist                      ,3,Divorced                                ,2029.0,15891.0,1,Y         ,No        ,20.0,4,3,80,3,5.0,2,3,5.0,4.0,0.0,0.0
1375,2,Female              ,89,4,2,Healthcare Representative               ,3,Divorced                                ,6377.0,13888.0,5,Y         ,No        ,20.0,4,2,80,3,15.0,0,3,12.0,11.0,11.0,8.0
1377,2,Male                ,86,3,2,Laboratory Technician                   ,3,Married                                 ,5429.0,17491.0,4,Y         ,No        ,13.0,3,1,80,2,10.0,1,3,8.0,7.0,7.0,7.0
1379,3,Female              ,90,2,1,Sales Representative                    ,4,Single                                  ,2785.0,11882.0,7,Y         ,No        ,14.0,3,3,80,0,3.0,3,4,1.0,0.0,0.0,0.0
1380,4,Female              ,67,3,2,Sales Executive                         ,3,Married                                 ,4614.0,23288.0,0,Y         ,Yes       ,18.0,3,3,80,1,5.0,0,2,4.0,2.0,3.0,2.0
1382,4,Male                ,57,4,1,Research Scientist                      ,3,Divorced                                ,2610.0,15748.0,1,Y         ,No        ,11.0,3,4,80,3,4.0,2,3,4.0,2.0,0.0,3.0
1383,3,Female              ,98,3,2,Healthcare Representative               ,4,Single                                  ,6687.0,6163.0,1,Y         ,No        ,11.0,3,4,80,0,14.0,2,4,14.0,11.0,4.0,11.0
1387,3,Male                ,48,2,2,Sales Executive                         ,1,Married                                 ,4724.0,24232.0,1,Y         ,No        ,11.0,3,3,80,1,5.0,0,3,5.0,3.0,0.0,4.0
1389,4,Male                ,98,3,2,Manufacturing Director                  ,3,Married                                 ,6179.0,21057.0,1,Y         ,Yes       ,15.0,3,4,80,2,10.0,3,2,10.0,2.0,6.0,7.0
1390,1,Male                ,44,2,2,Sales Executive                         ,4,Married                                 ,6120.0,3567.0,3,Y         ,Yes       ,12.0,3,4,80,2,8.0,2,4,5.0,4.0,1.0,4.0
1391,2,Male                ,52,3,3,Sales Executive                         ,2,Married                                 ,10596.0,15395.0,2,Y         ,No        ,11.0,3,2,80,0,14.0,5,3,4.0,2.0,3.0,2.0
1392,4,Female              ,75,3,2,Research Scientist                      ,4,Divorced                                ,5467.0,13953.0,3,Y         ,Yes       ,14.0,3,1,80,2,12.0,4,2,6.0,2.0,3.0,3.0
1394,3,Male                ,54,3,1,Research Scientist                      ,3,Married                                 ,2996.0,5182.0,7,Y         ,Yes       ,15.0,3,4,80,0,8.0,2,3,6.0,4.0,1.0,3.0
1395,2,Male                ,61,3,2,Sales Executive                         ,4,Married                                 ,9998.0,19293.0,6,Y         ,No        ,13.0,3,1,80,0,8.0,2,4,5.0,4.0,1.0,2.0
1396,3,Male                ,36,3,2,Sales Executive                         ,2,Married                                 ,4078.0,20497.0,0,Y         ,Yes       ,13.0,3,1,80,3,4.0,3,2,3.0,2.0,1.0,2.0
1397,3,Male                ,71,3,3,Healthcare Representative               ,3,Married                                 ,10920.0,3449.0,3,Y         ,No        ,21.0,4,2,80,1,13.0,2,3,6.0,4.0,0.0,5.0
1399,1,Male                ,93,4,2,Sales Executive                         ,3,Married                                 ,6232.0,12477.0,2,Y         ,No        ,11.0,3,2,80,0,6.0,3,2,3.0,2.0,1.0,2.0
1401,4,Female              ,59,4,4,Manufacturing Director                  ,3,Married                                 ,13247.0,9731.0,2,Y         ,Yes       ,11.0,3,2,80,1,24.0,3,2,5.0,3.0,0.0,2.0
1402,1,Female              ,73,2,2,Research Scientist                      ,3,Single                                  ,4081.0,20003.0,1,Y         ,Yes       ,14.0,3,1,80,0,20.0,3,1,20.0,7.0,1.0,8.0
1403,4,Female              ,98,2,2,Sales Executive                         ,4,Married                                 ,5769.0,7100.0,1,Y         ,Yes       ,11.0,3,4,80,0,6.0,3,3,6.0,2.0,4.0,4.0
1405,4,Female              ,51,3,1,Research Scientist                      ,3,Single                                  ,2394.0,25681.0,1,Y         ,Yes       ,13.0,3,4,80,0,8.0,2,3,8.0,2.0,7.0,7.0
1407,1,Male                ,36,2,1,Research Scientist                      ,4,Single                                  ,3904.0,4050.0,0,Y         ,No        ,12.0,3,4,80,0,5.0,2,3,4.0,3.0,1.0,1.0
1408,3,Female              ,31,3,4,Manager                                 ,1,Married                                 ,16799.0,16616.0,0,Y         ,No        ,14.0,3,3,80,1,21.0,5,3,20.0,7.0,0.0,9.0
1409,3,Female              ,54,3,1,Laboratory Technician                   ,1,Married                                 ,2950.0,17363.0,9,Y         ,No        ,13.0,3,3,80,0,12.0,2,1,5.0,4.0,0.0,4.0
1411,1,Female              ,94,3,1,Laboratory Technician                   ,3,Single                                  ,3629.0,19106.0,4,Y         ,No        ,18.0,3,1,80,0,8.0,6,3,3.0,2.0,0.0,2.0
1412,3,Male                ,60,3,3,Manufacturing Director                  ,4,Single                                  ,9362.0,19944.0,2,Y         ,No        ,11.0,3,3,80,0,10.0,2,3,2.0,2.0,2.0,2.0
1415,1,Male                ,81,3,1,Laboratory Technician                   ,4,Married                                 ,3229.0,4910.0,4,Y         ,No        ,11.0,3,2,80,1,7.0,2,2,3.0,2.0,0.0,2.0
1417,3,Male                ,100,4,1,Laboratory Technician                   ,1,Single                                  ,3578.0,23577.0,0,Y         ,No        ,12.0,3,4,80,0,8.0,2,3,7.0,7.0,0.0,7.0
1419,2,Male                ,51,2,3,Human Resources                         ,1,Single                                  ,7988.0,9769.0,1,Y         ,No        ,13.0,3,1,80,0,10.0,3,2,10.0,9.0,0.0,9.0
1420,1,Male                ,97,2,2,Laboratory Technician                   ,1,Single                                  ,4284.0,22710.0,3,Y         ,No        ,20.0,4,1,80,0,20.0,2,3,4.0,3.0,1.0,3.0
1421,3,Female              ,84,3,3,Healthcare Representative               ,4,Single                                  ,7553.0,22930.0,0,Y         ,Yes       ,12.0,3,1,80,0,9.0,1,3,8.0,7.0,7.0,7.0
1422,4,Female              ,54,3,4,Research Director                       ,4,Single                                  ,17328.0,5652.0,6,Y         ,No        ,19.0,3,4,80,0,29.0,3,2,20.0,7.0,12.0,7.0
1423,4,Female              ,76,3,5,Research Director                       ,1,Married                                 ,19701.0,22456.0,3,Y         ,Yes       ,21.0,4,3,80,1,32.0,3,3,9.0,8.0,1.0,5.0
1424,2,Male                ,81,4,4,Research Director                       ,4,Divorced                                ,14732.0,12414.0,2,Y         ,No        ,13.0,3,4,80,2,31.0,4,4,7.0,7.0,0.0,0.0
1425,1,Female              ,99,3,2,Sales Executive                         ,2,Single                                  ,9278.0,20763.0,3,Y         ,Yes       ,16.0,3,4,80,0,15.0,3,3,5.0,4.0,0.0,1.0
1427,2,Female              ,50,1,1,Sales Representative                    ,3,Single                                  ,1359.0,16154.0,1,Y         ,No        ,12.0,3,2,80,0,1.0,3,3,1.0,0.0,0.0,0.0
1428,4,Female              ,73,3,2,Sales Executive                         ,1,Divorced                                ,4779.0,12761.0,7,Y         ,No        ,14.0,3,2,80,2,8.0,3,3,3.0,2.0,0.0,2.0
1430,1,Female              ,93,3,4,Research Director                       ,2,Single                                  ,16422.0,8847.0,3,Y         ,No        ,11.0,3,3,80,0,9.0,3,4,3.0,2.0,1.0,0.0
1431,4,Male                ,91,3,1,Research Scientist                      ,1,Divorced                                ,2996.0,20284.0,5,Y         ,No        ,14.0,3,3,80,2,10.0,2,3,4.0,3.0,1.0,3.0
1433,1,Female              ,34,2,1,Research Scientist                      ,2,Single                                  ,1261.0,22262.0,1,Y         ,No        ,12.0,3,3,80,0,1.0,3,4,1.0,0.0,0.0,0.0
1434,2,Male                ,91,3,1,Laboratory Technician                   ,1,Married                                 ,2099.0,7679.0,0,Y         ,No        ,14.0,3,2,80,0,6.0,3,4,5.0,0.0,1.0,4.0
1435,1,Male                ,37,2,2,Laboratory Technician                   ,4,Single                                  ,5810.0,22604.0,1,Y         ,No        ,16.0,3,3,80,0,10.0,2,2,10.0,4.0,1.0,8.0
1436,3,Female              ,98,2,2,Sales Executive                         ,1,Married                                 ,5647.0,13494.0,4,Y         ,No        ,13.0,3,1,80,2,11.0,3,2,3.0,2.0,0.0,2.0
1438,1,Male                ,74,3,1,Research Scientist                      ,4,Married                                 ,3420.0,10205.0,7,Y         ,No        ,12.0,3,3,80,1,17.0,2,2,6.0,5.0,1.0,2.0
1439,1,Male                ,68,2,1,Sales Representative                    ,1,Married                                 ,4400.0,15182.0,3,Y         ,No        ,12.0,3,1,80,0,6.0,2,3,3.0,2.0,2.0,2.0
1440,3,Male                ,84,4,1,Laboratory Technician                   ,3,Single                                  ,3500.0,25470.0,0,Y         ,No        ,14.0,3,1,80,0,7.0,2,1,6.0,5.0,1.0,3.0
1441,1,Female              ,90,3,1,Research Scientist                      ,1,Married                                 ,2066.0,10494.0,2,Y         ,No        ,22.0,4,4,80,1,5.0,3,4,3.0,2.0,1.0,0.0
1443,1,Female              ,82,3,4,Research Director                       ,3,Married                                 ,17169.0,26703.0,3,Y         ,No        ,19.0,3,2,80,2,26.0,2,4,20.0,17.0,5.0,6.0
1445,4,Female              ,42,3,2,Sales Executive                         ,3,Married                                 ,4162.0,15211.0,1,Y         ,Yes       ,12.0,3,3,80,2,5.0,3,3,5.0,4.0,0.0,3.0
1446,4,Male                ,97,3,2,Sales Executive                         ,4,Married                                 ,9204.0,23343.0,4,Y         ,No        ,12.0,3,3,80,1,7.0,3,2,4.0,3.0,0.0,3.0
1447,4,Female              ,86,2,1,Laboratory Technician                   ,2,Married                                 ,3294.0,3708.0,5,Y         ,No        ,17.0,3,1,80,1,7.0,2,2,5.0,4.0,0.0,2.0
1448,2,Male                ,90,4,1,Research Scientist                      ,3,Married                                 ,2127.0,5561.0,2,Y         ,Yes       ,12.0,3,1,80,0,7.0,5,2,4.0,2.0,0.0,3.0
1449,3,Male                ,81,3,2,Laboratory Technician                   ,3,Divorced                                ,3975.0,23099.0,3,Y         ,No        ,11.0,3,3,80,2,11.0,2,4,8.0,7.0,0.0,7.0
